MEMS 1	MEMS 2	MEMS 3	MEMS 4bis	MEMS 4	MEMS 5	MEMS 6	MEMS 7	MEMS 8	MEMS 15bis	MEMS 9	MEMS 10bis	MEMS 11bis	MEMS 17bis	MEMS 18bis	MEMS 19bis
1.320	77.778	-4.081	4.863	0.845	-2.052	-5.772	-6.514	0.939	6.047	-2.370	6.840	13.306	2.785	-7.854	-14.614
-0.675	77.773	-4.088	4.864	2.843	-0.047	-5.774	-2.525	0.942	8.044	-3.367	5.844	14.293	2.789	-7.856	-13.614
-2.670	67.767	-4.096	3.865	4.841	1.958	-6.776	0.464	-0.055	9.041	-5.364	5.847	14.279	2.793	-7.859	-12.615
-3.665	59.761	-4.103	2.866	6.839	1.963	-6.778	3.453	-0.052	10.037	-6.361	4.851	15.265	2.798	-7.861	-10.616
-4.659	50.755	-3.110	1.867	8.837	2.968	-6.780	4.443	-2.049	10.034	-7.358	4.854	14.252	2.802	-7.863	-8.617
-4.654	38.750	-1.117	0.868	9.835	1.973	-6.782	4.432	-3.046	10.031	-7.355	3.858	14.238	2.806	-7.866	-5.618
-4.649	28.744	-1.124	-2.131	9.833	0.978	-6.784	2.421	-4.043	6.028	-6.352	2.861	13.225	3.811	-8.868	-3.619
-4.644	17.738	-0.131	-4.130	9.830	-0.017	-5.786	0.410	-5.040	6.024	-6.349	2.865	11.211	3.815	-8.871	-0.619
-4.639	8.733	1.862	-6.128	7.828	-1.012	-3.787	-2.601	-6.037	4.021	-4.346	1.868	9.198	4.819	-8.873	2.380
-3.633	0.727	2.855	-6.127	6.826	-2.007	-2.789	-5.612	-7.034	1.018	-4.343	0.871	7.184	4.824	-7.876	4.379
-1.628	-6.279	3.848	-8.126	3.824	-3.002	-1.791	-11.622	-7.031	-4.986	-3.340	-0.125	7.171	5.828	-7.878	8.378
-1.623	-13.284	3.841	-10.125	3.822	-2.997	-0.793	-12.633	-7.028	-4.989	-2.337	-0.122	6.157	5.833	-5.881	8.377
-0.618	-13.290	3.834	-10.124	-0.180	-1.993	0.205	-12.644	-6.025	-10.992	-1.334	-1.118	3.143	5.837	-4.883	8.376
2.387	-14.296	3.826	-12.123	-3.183	-1.988	0.203	-12.655	-5.022	-10.995	-1.331	-0.115	2.130	5.841	-3.886	8.376
4.393	-13.302	2.819	-12.122	-5.185	0.017	1.201	-9.666	-3.019	-14.999	-2.328	0.889	2.116	4.846	-2.888	7.375
5.398	-11.307	0.812	-13.121	-8.187	1.022	1.199	-6.677	-3.017	-16.002	-3.325	1.892	2.103	4.850	-0.890	6.374
6.403	-7.313	-0.195	-13.120	-10.189	3.027	1.197	-1.687	-0.014	-17.005	-5.323	2.895	1.089	4.854	1.107	4.373
8.408	-3.319	-1.202	-13.119	-12.191	4.032	0.195	4.302	1.989	-18.008	-7.320	4.899	1.076	3.859	2.105	3.372
8.413	1.676	-3.209	-12.118	-13.193	6.037	0.194	11.291	2.992	-18.012	-9.317	6.902	1.062	3.863	4.102	1.372
9.419	5.670	-5.216	-11.116	-14.195	7.042	0.192	18.280	3.995	-17.015	-11.314	8.906	1.049	2.867	4.100	0.371
9.424	9.664	-5.223	-10.115	-15.197	8.047	-0.810	25.269	4.998	-16.018	-12.311	11.909	0.035	2.872	5.097	-1.630
9.429	13.658	-6.230	-9.114	-16.200	9.052	-0.812	31.259	5.001	-14.022	-13.308	12.912	0.021	2.876	5.095	-2.631
8.434	17.653	-6.237	-5.113	-15.202	9.057	0.186	41.248	5.004	-12.025	-14.305	14.916	-0.992	1.881	5.092	-3.632
8.439	19.647	-5.244	-5.112	-15.204	9.062	1.184	41.237	4.007	-10.028	-14.302	16.919	-3.006	0.885	2.090	-5.633
5.445	20.641	-3.252	-3.111	-13.206	9.067	1.182	44.226	4.010	-8.031	-13.299	17.923	-3.019	0.889	0.087	-6.633
4.450	19.636	-3.259	0.890	-13.208	7.072	3.180	47.215	3.013	-2.035	-13.296	17.926	-4.033	-1.106	0.085	-9.634
2.455	16.630	-0.266	1.891	-11.210	6.077	4.178	46.204	1.016	-2.038	-9.293	17.930	-4.046	-1.102	-2.918	-11.635
2.460	16.624	4.727	3.892	-7.212	5.082	8.177	46.194	-0.981	2.959	-6.290	17.933	-4.060	-1.098	-8.920	-11.636
0.465	12.618	7.720	3.893	-5.215	4.087	10.175	44.183	-0.978	2.956	-4.287	16.936	-2.073	-1.093	-11.923	-15.637
-1.529	2.613	10.713	4.894	-3.217	3.092	11.173	36.172	-0.975	7.952	-1.284	13.940	-2.087	-2.089	-14.925	-16.637
-2.524	-3.393	13.706	4.896	-2.219	2.097	11.171	31.161	-0.972	8.949	1.719	11.943	-1.101	-1.084	-16.928	-18.638
-2.519	-9.399	15.699	3.897	-0.221	2.102	13.169	26.150	0.030	9.946	3.722	8.947	2.886	-1.080	-18.930	-18.639
-3.514	-14.404	17.692	2.898	0.777	2.107	14.167	20.140	1.033	10.942	5.725	6.950	4.872	-0.076	-20.932	-18.640
-4.509	-19.410	18.685	0.899	1.775	1.112	14.165	13.129	3.036	10.939	7.728	4.953	6.859	0.929	-21.935	-18.641
-4.503	-21.416	19.678	-1.100	2.772	1.117	13.163	8.118	5.039	9.936	8.731	3.957	9.845	1.933	-21.937	-17.641
-4.498	-23.422	19.671	-3.099	2.770	2.122	12.161	2.107	8.042	8.933	9.734	2.960	10.832	3.938	-20.940	-15.642
-5.493	-23.427	18.663	-7.098	1.768	2.127	11.159	-2.904	11.045	5.929	10.737	1.964	12.818	4.942	-19.942	-13.643
-5.488	-21.433	17.656	-7.097	1.766	3.132	9.157	-7.914	14.048	5.926	11.740	0.967	13.805	5.946	-17.945	-8.644
-6.483	-17.439	15.649	-9.096	-0.236	3.137	5.155	-11.925	18.051	2.923	12.743	0.970	14.791	6.951	-14.947	-8.644
-8.478	-12.444	10.642	-10.095	-1.238	4.142	5.153	-15.936	18.054	0.919	13.746	0.974	13.778	7.955	-12.950	-5.645
-9.472	-7.450	10.635	-12.094	-1.240	4.146	0.152	-19.947	20.057	-4.084	13.749	0.977	13.764	8.960	-8.952	0.354
-10.467	-1.456	7.628	-12.092	-3.243	4.152	0.150	-20.958	20.060	-5.087	14.752	0.981	12.750	8.964	-5.955	3.353
-10.462	4.538	1.621	-11.091	-5.245	3.156	-2.852	-20.969	20.063	-5.090	14.755	0.984	9.737	8.968	0.043	5.352
-12.457	10.533	-1.386	-10.090	-7.247	3.161	-4.854	-19.979	18.066	-8.094	14.758	1.987	8.723	8.973	2.040	7.352
-12.452	14.527	-4.393	-8.089	-8.249	1.166	-5.856	-18.990	16.069	-8.097	14.761	0.991	6.710	7.977	2.038	9.351
-13.446	19.521	-6.400	-6.088	-9.251	0.171	-6.858	-17.001	13.072	-8.100	11.764	0.994	6.696	6.981	6.035	10.350
-13.441	19.515	-7.407	-4.087	-10.253	-1.824	-6.860	-14.012	10.075	-8.104	9.767	-0.002	4.683	6.986	7.033	10.349
-13.436	20.510	-8.414	-2.086	-11.255	-2.819	-6.862	-11.023	7.078	-7.107	6.770	0.001	3.669	5.990	7.030	10.349
-13.431	16.504	-9.421	-0.085	-12.258	-4.814	-6.864	-9.033	3.080	-5.110	2.772	0.004	3.656	5.995	7.028	9.348
-13.426	13.498	-10.428	1.916	-13.260	-6.809	-5.866	-6.044	0.083	-3.113	-0.225	1.008	2.642	5.999	6.025	8.347
-13.420	9.492	-9.436	2.917	-14.262	-7.804	-4.868	-3.055	-3.914	-1.117	-4.222	1.011	2.628	6.003	4.023	6.346
-13.415	5.487	-9.443	3.918	-14.264	-8.799	-3.870	-1.066	-5.911	0.880	-9.219	3.014	1.615	5.008	2.020	4.345
-12.410	1.481	-7.450	3.920	-15.266	-9.794	-2.872	1.923	-8.908	3.877	-13.216	4.018	1.601	5.012	0.018	1.345
-12.405	-2.525	-3.457	1.921	-16.268	-10.789	-0.873	3.913	-10.905	5.873	-16.213	7.021	0.588	5.017	-1.985	-0.656
-11.400	-5.531	-1.464	1.922	-16.270	-10.784	0.125	4.902	-11.902	7.870	-20.210	10.025	-0.426	5.021	-6.987	-3.657
-10.394	-7.536	1.529	-0.077	-16.273	-8.779	0.123	5.891	-11.899	10.867	-22.207	16.028	-0.439	3.025	-6.990	-9.658
-10.389	-8.542	1.522	-4.076	-16.275	-8.774	0.121	5.880	-11.896	10.864	-23.204	20.031	-1.453	2.030	-8.992	-10.658
-10.384	-8.548	6.515	-4.075	-14.277	-6.769	0.119	5.869	-8.893	10.860	-22.201	20.035	-3.466	1.034	-12.995	-10.659
-10.379	-8.553	9.508	-7.074	-12.279	-6.764	0.117	5.859	-8.890	10.857	-20.198	26.038	-3.480	1.039	-13.997	-12.660
-10.374	-4.559	11.501	-12.073	-10.281	-3.759	0.115	3.848	-3.887	8.854	-20.195	28.041	-3.493	-2.957	-14.000	-11.661
-11.368	-2.565	13.494	-13.072	-7.283	-1.754	0.113	1.837	-3.884	6.850	-14.192	30.045	-3.507	-4.953	-14.002	-10.661
-12.363	0.429	14.487	-14.071	-4.285	-0.749	-0.889	-0.174	2.119	4.847	-10.189	31.048	-1.521	-6.948	-13.005	-8.662
-13.358	0.424	14.480	-15.070	-2.288	-0.744	-0.891	-1.185	5.122	4.844	-7.186	30.052	0.466	-6.944	-12.007	-5.663
-14.353	5.418	14.473	-15.068	0.710	0.261	-0.893	-3.195	7.125	-1.160	-3.183	29.055	3.452	-9.939	-10.010	-1.664
-15.348	6.412	13.466	-14.067	2.708	0.266	0.105	-5.206	9.128	-3.163	-0.180	26.058	5.439	-10.935	-8.012	2.335
-15.342	8.406	12.459	-12.066	4.706	-0.729	0.103	-6.217	10.131	-6.166	2.823	23.062	8.425	-10.931	-5.015	6.335
-15.337	9.401	10.451	-10.065	5.704	-2.724	1.101	-7.228	11.134	-8.169	3.826	20.065	11.412	-10.926	-3.017	9.334
-15.332	10.395	7.444	-7.064	6.702	-2.719	1.099	-8.239	11.137	-10.173	4.829	16.068	14.398	-8.922	-0.020	12.333
-15.327	10.389	1.437	-5.063	6.700	-3.714	2.097	-8.249	10.139	-11.176	4.832	12.072	18.385	-7.917	2.978	14.332
-12.322	10.383	1.430	-2.062	5.697	-5.709	3.095	-7.260	9.142	-12.179	2.835	8.075	18.371	-5.913	7.975	16.332
-12.317	10.378	-1.577	3.939	4.695	-8.704	3.094	-6.271	7.145	-13.183	2.838	1.079	20.357	-0.908	7.973	16.331
-9.311	10.372	-4.584	5.940	3.693	-9.699	4.092	-4.282	5.148	-13.186	0.841	1.082	20.344	-0.904	10.970	13.330
-9.306	10.366	-9.591	6.941	-0.309	-11.694	5.090	-4.293	0.151	-12.189	-5.156	-1.915	19.330	4.100	13.968	13.329
-5.301	10.360	-10.598	6.943	-1.311	-12.689	5.088	-2.303	0.154	-11.193	-8.153	-3.911	18.317	4.105	14.965	10.329
-3.296	10.355	-12.605	8.944	-3.313	-12.684	4.086	1.686	-4.843	-10.196	-11.150	-4.908	16.303	8.109	14.963	2.328
-2.291	10.349	-12.612	7.945	-3.316	-12.679	4.084	3.675	-4.840	-9.199	-14.147	-4.905	14.290	9.114	14.960	-1.673
-0.285	10.343	-13.619	6.946	-5.318	-11.674	3.082	3.664	-6.837	-8.202	-16.144	-2.901	7.276	9.118	13.957	-6.673
-0.280	10.337	-14.626	4.947	-6.320	-10.669	3.080	5.653	-7.834	-8.206	-18.141	-0.898	4.263	10.122	12.955	-10.674
0.725	10.332	-14.633	2.948	-6.322	-8.664	2.078	5.643	-7.831	-7.209	-19.138	1.105	1.249	9.127	9.952	-13.675
-0.270	10.326	-14.640	0.949	-5.324	-5.659	1.076	5.632	-6.828	-7.212	-19.135	3.109	1.236	9.131	7.950	-15.676
-0.265	10.320	-14.647	-2.050	-4.326	-3.654	-0.926	4.621	-5.825	-6.216	-19.132	6.112	-3.778	7.136	4.947	-17.676
-1.259	9.314	-13.654	-5.049	-2.328	-0.649	-1.928	2.610	-4.822	-6.219	-17.129	10.115	-4.791	6.140	0.945	-18.677
-3.254	8.309	-13.661	-8.048	-0.331	3.356	-2.930	1.600	-2.819	-6.222	-15.125	12.119	-5.805	5.145	-2.058	-17.678
-4.249	6.303	-12.669	-10.046	1.667	5.361	-4.932	-0.411	0.184	-5.226	-12.122	15.122	-6.819	4.149	-5.060	-17.679
-7.244	4.297	-11.676	-12.045	3.665	8.366	-4.934	-2.422	0.187	-4.229	-8.119	18.125	-5.832	3.153	-9.063	-15.679
-7.239	2.291	-11.683	-16.044	5.663	11.371	-6.936	-4.433	0.190	-2.232	-4.116	20.129	-4.846	2.158	-12.065	-11.680
-8.233	0.286	-9.690	-17.043	8.661	11.376	-7.938	-7.444	2.193	-1.236	-0.113	23.132	-2.859	2.162	-14.068	-8.681
-8.228	-2.720	-7.697	-17.042	11.659	12.381	-7.940	-7.454	2.196	-1.239	7.890	23.135	1.127	2.167	-16.070	-5.682
-7.223	-5.726	-5.704	-17.041	11.657	12.386	-7.942	-8.465	2.199	0.758	9.893	23.139	1.114	3.171	-17.073	-5.682
-7.218	-7.732	-4.711	-17.040	12.654	9.391	-7.944	-8.476	3.201	1.755	9.896	23.142	6.100	4.176	-17.075	-1.683
-6.213	-12.738	-4.718	-16.039	12.652	7.396	-6.946	-6.487	2.204	1.751	11.899	22.145	6.087	5.180	-16.078	0.316
-5.208	-12.743	-0.725	-16.038	10.650	5.401	-5.948	-5.498	2.207	1.748	12.902	20.149	11.073	6.184	-13.081	3.316
-4.202	-14.749	1.268	-14.037	8.648	2.406	-4.950	-4.508	2.210	1.745	11.905	18.152	13.060	6.189	-11.083	4.315
-3.197	-16.755	3.261	-13.036	6.646	-0.589	-2.952	-2.519	2.213	1.741	9.908	15.155	15.046	7.193	-8.086	5.314
-1.192	-16.761	5.254	-12.035	3.644	-2.584	-1.954	-1.530	2.216	0.738	6.911	12.159	17.032	7.198	-5.088	7.313
-1.187	-15.766	7.247	-10.033	0.642	-4.579	0.044	0.459	2.219	-0.265	3.914	10.162	18.019	6.202	-3.091	8.313
-1.182	-15.772	8.240	-8.032	-2.361	-6.574	2.042	2.449	2.222	-1.269	-0.083	7.165	19.005	6.207	-1.093	8.312
-0.176	-12.778	10.233	-8.031	-5.363	-7.569	4.040	4.438	3.225	-1.272	-4.080	4.169	18.992	5.211	-0.096	8.311
-0.171	-9.784	12.226	-6.030	-10.365	-8.564	8.038	5.427	3.228	-2.275	-8.077	1.172	18.978	3.215	0.902	7.311
-0.166	-6.789	12.219	-5.029	-10.367	-8.559	9.036	7.416	2.231	-2.279	-11.074	-0.825	18.965	2.220	0.899	6.310
-0.161	-2.795	12.212	-4.028	-13.369	-6.554	9.034	8.405	2.234	-2.282	-14.071	-2.821	17.951	0.224	-0.103	3.309
-1.156	0.199	12.205	-2.027	-13.371	-6.549	10.032	11.395	1.237	-1.285	-15.068	-5.818	17.938	0.229	-2.106	-2.692
-0.150	4.193	11.198	-1.026	-13.373	-4.544	10.030	11.384	-1.760	-0.289	-16.065	-5.815	15.924	0.233	-7.108	-2.692
0.855	8.187	11.191	-0.025	-12.376	-4.539	10.028	12.373	-1.757	0.708	-16.062	-5.811	15.911	0.238	-10.111	-6.693
0.860	15.182	10.184	1.976	-11.378	-1.534	8.026	13.362	-3.754	3.705	-16.059	-6.808	11.897	1.242	-13.114	-14.694
1.865	15.176	8.176	1.978	-10.380	-0.529	7.024	14.351	-5.751	5.702	-15.056	-5.805	11.884	3.247	-13.116	-18.694
1.870	22.170	7.169	1.979	-9.382	0.476	5.023	14.341	-8.748	5.698	-11.053	-4.801	8.870	4.251	-19.119	-21.695
4.875	22.164	6.162	1.980	-8.384	1.481	3.020	14.330	-10.745	7.695	-9.050	-4.798	6.856	4.255	-21.121	-24.696
6.881	26.159	5.155	1.981	-7.386	2.486	0.018	13.319	-11.742	11.692	-7.047	-3.795	4.843	7.260	-22.124	-25.697
7.886	27.153	4.148	1.982	-6.388	2.491	-1.984	12.308	-11.739	12.688	-5.044	-2.791	2.829	9.264	-23.126	-25.697
8.891	28.147	4.141	0.983	-6.391	3.496	-3.985	11.298	-11.736	13.685	-4.041	-1.788	0.816	9.269	-22.129	-23.698
9.896	28.141	3.134	-0.016	-6.393	3.501	-5.987	10.287	-11.733	14.682	-3.038	-0.785	-1.198	10.273	-21.132	-21.699
10.901	27.135	3.127	-1.015	-7.395	3.506	-6.990	8.276	-10.730	14.678	-3.035	0.218	-2.211	9.278	-19.134	-18.699
9.907	25.130	4.120	-2.014	-7.397	3.511	-7.992	6.265	-8.727	13.675	-2.032	1.222	-5.225	8.282	-16.137	-13.700
7.912	22.124	4.113	-3.013	-7.399	2.516	-8.994	5.254	-7.724	13.672	-3.028	1.225	-5.238	7.286	-13.139	-8.701
7.917	19.118	4.106	-6.011	-8.401	1.521	-8.995	2.244	-5.721	12.668	-4.025	2.228	-5.252	4.291	-9.142	-4.701
5.922	15.112	4.099	-6.010	-8.404	1.526	-8.997	2.233	-3.718	10.665	-5.022	3.232	-5.265	2.295	-5.144	4.298
3.927	10.106	5.092	-8.009	-8.406	1.531	-7.000	1.222	-0.715	9.662	-8.019	3.235	-5.279	-0.700	1.853	4.297
-2.068	5.101	6.085	-8.008	-8.408	-0.464	-7.002	0.211	-0.712	6.658	-9.016	4.238	-4.292	-2.696	4.851	8.297
-4.062	-4.905	6.078	-10.007	-8.410	-2.459	-5.003	-0.799	-0.709	2.655	-10.013	6.242	-3.306	-6.691	6.848	12.296
-7.057	-4.911	6.071	-11.006	-8.412	-3.454	-4.006	-0.810	0.293	0.652	-10.010	8.245	-2.319	-8.687	6.845	12.295
-9.052	-12.917	6.064	-11.005	-7.414	-5.449	-1.008	-0.821	0.296	0.648	-12.007	8.248	2.667	-8.682	8.843	12.295
-12.047	-12.922	6.057	-12.004	-6.416	-6.444	-0.010	-0.832	0.299	-5.355	-12.004	11.251	4.653	-8.678	7.840	10.294
-13.042	-16.928	6.050	-12.003	-6.419	-8.439	0.988	-0.842	0.302	-7.358	-11.001	13.255	7.640	-7.673	5.838	8.293
-14.036	-17.934	5.043	-12.002	-5.421	-9.434	1.986	-0.853	-0.695	-9.362	-9.998	15.258	7.626	-6.669	3.835	5.293
-15.031	-16.940	5.036	-11.000	-4.423	-11.429	1.984	-1.864	-1.692	-11.365	-8.995	17.261	13.613	-5.664	0.833	3.292
-14.026	-15.946	5.029	-9.999	-3.425	-12.424	1.982	-1.875	-2.689	-13.368	-6.992	20.265	15.599	-3.660	-2.170	0.291
-14.021	-12.951	4.022	-7.998	-2.427	-13.419	1.980	-1.885	-3.686	-15.372	-3.989	22.268	17.586	-2.656	-5.173	-2.710
-13.016	-9.957	4.015	-5.997	-1.429	-14.414	0.978	-1.896	-4.683	-15.375	-1.986	24.271	19.572	-1.651	-8.175	-3.710
-10.011	-7.963	3.008	-3.996	-0.431	-14.409	-0.024	-2.907	-4.680	-16.378	0.017	25.274	19.559	-0.647	-11.178	-4.711
-10.005	-4.969	2.001	1.005	1.566	-14.404	-1.026	-1.918	-5.677	-16.382	2.020	27.278	19.545	-0.642	-13.180	-3.712
-9.000	-1.975	0.994	4.006	2.564	-14.399	-2.028	-1.928	-5.674	-15.385	4.024	27.281	18.532	-0.638	-14.183	-3.712
-6.995	0.020	-1.013	6.007	5.562	-13.394	-4.030	-1.939	-6.671	-15.388	6.027	26.284	14.518	-1.633	-14.185	0.287
-2.990	2.014	-1.020	6.008	5.560	-12.389	-5.032	-0.950	-6.668	-13.392	7.030	26.288	14.505	-1.629	-13.188	0.287
-0.985	3.008	-2.027	10.009	8.558	-9.384	-5.034	1.039	-6.665	-10.395	7.033	22.291	10.491	-3.624	-13.191	6.286
1.021	4.002	-2.034	12.011	8.556	-7.379	-6.036	3.028	-6.662	-9.398	6.036	19.294	10.477	-4.620	-10.193	10.285
2.026	3.996	-3.041	13.012	10.553	-5.374	-6.038	5.018	-5.659	-7.402	3.039	19.297	6.464	-5.615	-4.196	13.285
4.031	3.991	-3.048	14.013	10.551	-5.369	-5.040	5.007	-5.656	-6.405	1.042	13.301	5.450	-5.611	-0.198	16.284
5.036	2.985	-3.056	14.014	10.549	-2.364	-4.042	8.996	-5.653	-6.408	-0.955	10.304	4.437	-4.606	2.799	18.283
6.041	2.979	-2.062	14.015	10.547	-0.359	-3.044	10.985	-4.650	-5.412	-2.952	8.307	5.423	-3.602	6.796	19.283
6.047	3.973	-1.070	14.016	8.545	0.646	-1.046	12.975	-4.647	-5.415	-4.949	7.311	6.410	-1.597	10.794	19.282
7.052	3.968	-0.077	13.017	7.543	1.651	1.952	13.964	-3.644	-6.418	-6.946	6.314	8.396	0.407	14.791	18.281
7.057	2.962	1.916	13.018	5.541	1.656	3.950	13.953	-2.641	-6.422	-8.943	6.317	10.383	3.411	17.789	16.281
7.062	2.956	4.909	12.019	2.538	1.661	6.948	12.942	-1.638	-7.425	-8.940	8.320	12.369	6.416	19.786	13.280
7.067	2.950	4.902	11.020	2.536	0.666	8.946	11.932	-0.635	-8.428	-9.937	9.324	14.356	9.420	22.783	9.279
6.072	2.944	5.895	11.022	0.534	-1.329	10.944	9.921	0.368	-9.432	-9.933	11.327	15.342	11.425	23.781	4.279
5.078	2.938	6.888	10.023	-1.468	-1.324	12.942	6.910	1.371	-10.435	-8.930	14.330	16.329	16.429	23.778	-0.722
4.083	2.933	8.881	9.024	-3.470	-2.319	13.940	3.899	2.374	-11.438	-7.927	17.333	15.315	16.434	21.776	-5.723
0.088	1.927	8.874	9.025	-4.472	-4.314	13.938	-0.111	3.377	-11.442	-4.924	19.337	15.302	18.438	21.773	-10.723
0.093	-0.079	8.867	9.026	-5.474	-8.309	13.936	-8.122	4.380	-11.445	-4.921	23.340	13.288	19.443	15.770	-17.724
-4.902	-0.085	8.860	9.027	-5.477	-9.304	11.934	-11.133	5.383	-11.448	-2.918	24.343	11.275	20.447	15.768	-19.725
-4.896	-1.091	6.853	8.028	-5.479	-11.299	9.932	-14.144	6.386	-11.452	-0.915	24.346	4.261	20.452	6.765	-21.725
-9.891	-2.096	5.846	8.029	-4.481	-12.294	7.930	-14.155	5.389	-10.455	0.088	24.350	0.248	20.456	1.763	-21.726
-11.886	-2.102	3.839	8.030	-4.483	-12.289	5.928	-17.165	5.392	-10.458	1.091	22.353	-2.766	19.461	-3.240	-20.727
-14.881	-2.108	1.832	8.031	-3.485	-13.284	3.926	-17.176	5.395	-10.462	1.094	21.356	-5.780	19.465	-9.243	-18.727
-16.876	-0.114	-0.175	8.033	-3.487	-12.279	2.923	-17.187	2.398	-10.465	2.097	18.359	-8.793	18.470	-14.245	-15.728
-18.871	-0.120	-2.182	7.034	-2.490	-11.274	0.921	-15.197	0.401	-11.468	1.101	15.363	-9.807	18.474	-18.248	-13.728
-19.865	4.875	-4.189	7.035	-2.492	-10.269	-0.081	-13.208	-1.596	-11.472	1.104	13.366	-10.820	18.479	-22.250	-10.729
-20.860	7.869	-9.196	6.036	-2.494	-8.264	-1.083	-10.219	-3.593	-12.475	1.107	11.369	-10.834	18.483	-24.253	-6.730
-20.855	10.863	-9.203	6.037	-2.496	-5.259	-2.085	-7.230	-5.590	-12.478	0.110	8.372	-10.847	17.488	-26.256	-3.730
-19.850	13.857	-10.210	4.038	-2.498	-3.254	-2.087	-0.241	-6.587	-13.482	0.113	6.376	-8.861	17.492	-27.258	-1.731
-18.845	17.851	-12.217	4.039	-3.500	3.751	-3.089	-0.251	-7.584	-14.485	0.116	4.379	-7.874	17.497	-26.261	0.268
-16.839	19.845	-14.224	3.040	-3.502	3.757	-4.091	2.738	-7.581	-14.488	0.119	3.382	-5.888	16.501	-24.263	1.268
-11.834	20.840	-14.231	2.041	-3.504	7.762	-4.093	4.727	-7.578	-13.492	0.122	2.385	-3.901	15.506	-24.266	3.267
-8.829	21.834	-14.238	0.042	-4.507	14.767	-5.095	7.717	-5.576	-13.495	2.125	2.389	-1.915	12.510	-20.269	2.267
-6.824	21.828	-14.245	-0.957	-4.509	17.772	-5.097	11.706	-3.572	-10.498	2.128	1.392	-0.928	12.515	-20.271	1.266
-6.819	19.822	-12.252	-1.955	-4.511	19.777	-7.099	11.695	2.431	-10.502	4.131	1.395	2.058	11.519	-16.274	0.265
-1.814	17.816	-11.259	-2.954	-4.513	21.782	-8.101	13.684	5.434	-8.505	5.134	1.398	2.045	9.524	-14.277	0.265
1.192	9.811	-9.266	-2.953	-4.515	21.787	-8.103	16.674	5.436	-4.508	5.138	2.402	4.031	5.528	-12.279	-3.736
3.197	4.805	-9.273	-4.952	-3.517	21.792	-9.105	17.663	13.439	-1.512	6.141	2.405	4.018	4.532	-10.282	-4.737
4.202	-0.201	-6.280	-5.951	-2.520	20.797	-9.107	18.652	16.443	0.485	6.144	2.408	5.004	3.537	-8.284	-6.737
5.207	-4.207	-4.287	-6.950	-1.522	18.802	-9.109	19.641	19.445	2.481	5.147	2.411	4.991	2.542	-6.287	-8.738
6.212	-8.213	-3.294	-7.949	-0.524	15.807	-9.111	19.631	22.448	4.478	4.150	3.415	4.977	1.546	-5.290	-9.738
7.217	-11.219	-2.301	-9.948	0.474	12.812	-9.114	20.620	23.451	6.475	3.153	3.418	5.964	1.550	-3.292	-10.739
7.223	-14.224	-0.308	-10.947	1.472	8.817	-9.116	20.609	24.454	8.471	1.156	3.421	6.950	1.555	-0.295	-10.740
7.228	-14.230	-0.315	-12.946	2.470	4.822	-9.118	20.598	23.457	9.468	-0.841	3.424	7.936	1.560	2.702	-9.740
7.233	-15.236	0.678	-12.944	3.468	0.827	-8.120	19.588	22.460	10.465	-3.838	4.427	8.923	2.564	4.700	-9.741
7.238	-14.242	1.671	-13.943	4.465	-3.168	-8.122	18.577	20.463	11.461	-6.834	4.431	10.909	2.568	7.697	-6.741
7.243	-12.248	1.664	-13.942	4.463	-7.163	-8.124	17.566	13.466	11.458	-9.831	4.434	10.896	3.573	10.695	-6.742
6.249	-9.254	2.657	-13.941	4.461	-13.158	-8.126	14.555	13.469	10.455	-12.828	4.437	10.882	2.578	13.692	-2.743
5.254	-6.259	2.650	-13.940	4.459	-15.153	-7.128	14.545	9.472	9.451	-15.825	3.440	11.869	2.582	16.689	0.257
4.259	-2.265	3.643	-12.939	2.457	-15.148	-6.130	10.534	2.475	9.448	-19.822	3.444	11.855	2.586	20.687	2.256
2.264	2.729	3.636	-11.938	1.455	-16.143	-5.132	10.523	-0.522	8.445	-21.819	3.447	11.842	0.591	21.684	5.256
1.269	10.723	4.629	-10.937	0.453	-16.138	-4.134	7.512	-3.519	4.441	-21.816	2.450	10.828	-0.404	22.681	7.255
-0.726	10.717	4.622	-9.936	-0.550	-15.133	-3.136	6.502	-5.516	3.438	-22.813	2.453	9.815	-1.400	22.679	8.254
-0.720	17.711	5.615	-7.935	-1.552	-14.128	-1.138	5.491	-6.513	0.434	-22.810	2.456	7.801	-2.395	22.676	10.254
-3.715	17.706	5.608	-6.933	-3.554	-12.123	1.859	4.480	-7.510	-1.569	-21.806	3.460	5.788	-3.391	21.674	10.253
-4.710	21.700	6.601	-5.932	-4.556	-10.118	3.857	3.469	-7.507	-3.572	-20.803	3.463	4.774	-4.386	19.671	10.253
-4.705	22.694	6.594	-3.931	-5.558	-9.113	6.855	3.459	-6.504	-5.576	-18.800	4.466	2.761	-4.382	17.668	10.252
-4.700	23.688	6.587	-2.930	-5.560	-7.108	9.853	3.448	-5.501	-6.579	-16.797	6.469	0.747	-5.377	14.666	9.251
-4.695	22.682	6.580	-1.929	-5.563	-5.103	12.851	3.437	-4.498	-8.582	-13.794	8.473	-0.266	-4.373	11.663	7.251
-2.689	21.676	5.573	0.072	-5.565	-3.098	14.849	3.427	-2.495	-9.586	-10.791	11.476	-2.280	-3.368	7.660	5.250
-0.684	19.671	3.566	1.073	-3.567	-2.092	16.847	2.416	-1.492	-9.589	-8.788	13.479	-3.293	-3.364	0.658	3.250
