# MEMS 1	MEMS 2	MEMS 3	MEMS 4bis	MEMS 4	MEMS 5	MEMS 6	MEMS 7	MEMS 8	MEMS 15bis	MEMS 9	MEMS 10bis	MEMS 11bis	MEMS 17bis	MEMS 18bis	MEMS 19bis
-2.625682614648289226e-02	1.336351265766384452e-02	-9.804254817724896570e-03	3.429368794546760330e-02	-6.752272259094455054e-02	-5.059998421906597432e-02	-1.900132842572047412e-02	9.144104021154654538e-02	-1.038932681042251810e-02	1.306134880918703722e-02	-4.907618008452259428e-02	1.411785934504193596e-01	-1.158099936713367778e-01	-6.359807825453397956e-02	-3.282587940214087840e-02	7.534115251079590014e-02
-2.355337471953741074e-02	-2.457957154251705009e-02	6.357505155974212119e-02	1.452684213252987237e-02	1.254139990418245108e-02	4.248493989350463768e-02	-6.926024292536596405e-02	4.100542448393548062e-02	-1.076153597836007614e-02	3.691719332419006461e-02	1.169875286072807928e-03	3.744079601068617258e-02	2.265352031687722922e-02	4.043190843213825825e-02	-7.276488891577033435e-02	6.697440118649410426e-03
1.667249167430845391e-02	4.149376509341207164e-02	7.387266018484749119e-02	3.583592647816306875e-02	-6.082339738849289190e-02	5.902485170239754608e-02	6.770451661553349154e-02	-5.472663995343165361e-02	-3.341463446652681579e-02	-2.902436515979875398e-02	-1.041009963889179685e-01	6.120423274165126548e-02	-8.915992777363977717e-02	-4.287582142745336236e-03	-2.225724641461511097e-02	8.346960649163823881e-03
2.950465920869822789e-02	5.648835062733247037e-02	4.563102886197142188e-02	8.542527445732245317e-02	-1.814402446563680854e-02	-8.108534318726918697e-03	-8.205373016894618177e-02	-1.501171708191237700e-02	-1.060532450005924193e-01	-4.176241968383859020e-03	1.058697492133244406e-01	5.479932262624564315e-03	-2.186034918700337226e-02	-4.410323560304828944e-02	-4.644026775351497993e-02	1.903035582754004917e-02
2.269949461242746352e-02	-1.075705576472356373e-02	2.183638249018822475e-02	-3.650234263720131961e-02	-4.733784766952988526e-02	1.695746788572992381e-02	-5.391728138599151399e-02	-1.204157617132375208e-02	-8.898759410272509551e-03	1.548395711929080945e-02	-1.875930703333358179e-02	-2.320111494706243727e-02	-2.067098630116527905e-02	1.042617807155671143e-02	-1.753764027450871975e-03	3.169789867132374872e-02
5.108264585910676087e-02	-5.020431450411139834e-02	4.101033722133627657e-02	5.876627227231894651e-02	9.766636790698129955e-02	-2.669206065389970531e-02	3.161425450692949973e-02	7.979279737086418522e-02	-3.773818880424636979e-02	-8.083923071603081600e-02	3.292310187421017276e-02	-1.758745960695269964e-02	4.203296669844922701e-02	-8.634933881855346577e-03	-3.481320958447946257e-02	5.545591125966625734e-02
8.608278677732580930e-02	-4.069766514842629995e-02	-2.140148510798131620e-02	-1.233129158525840680e-01	-6.717011094330924137e-02	-5.303737342162158364e-02	-7.658927265478528146e-02	-5.199829371407791584e-02	-5.628795333281867014e-02	-2.113412842346064358e-02	7.718607936939628211e-02	-8.304572801545925809e-02	1.876228826801325938e-02	-4.381834431243632200e-02	-7.012240708528263283e-03	-5.067982451409346056e-03
9.919147706710311485e-02	6.292837460935751803e-02	-6.159059766523748702e-02	1.149362827783020208e-01	-4.323079345508028075e-03	-9.041978969935100807e-02	-2.849566923225930332e-02	4.134211709142925420e-03	-5.197841986260566538e-02	2.413944172943187361e-02	-1.924237023259154841e-02	2.430076842209771132e-02	-6.148141208409240582e-03	-1.144641394647399673e-03	5.304803306825468801e-02	1.014304454959646939e-02
-4.776675407726969913e-02	-2.353993378759322921e-02	-3.065133342698253896e-02	-2.297230709542403410e-02	-6.345006817852395786e-02	-2.449042735532453927e-02	-1.331022051734762589e-02	2.760267027235120685e-03	1.448333342199307865e-02	-1.118084043785149834e-01	-3.164507428012371809e-02	9.619027482400906159e-02	-5.386259116015346821e-02	-5.191914981234555145e-03	4.969282117461282233e-03	2.327267419433578718e-02
-1.594496178239156528e-02	4.376143434308175234e-02	-6.090207662570388571e-03	-6.167711608391751588e-02	-6.056861292005220193e-02	4.140897476630232832e-03	-3.157612624761307885e-02	-3.622996123265631585e-02	-7.668845257869353130e-03	1.955636615566485464e-02	-9.833484717776637407e-02	-3.935913428228505345e-02	-9.587957832783247647e-02	1.990407504772999381e-02	2.876069061364300294e-02	8.713354650449717242e-02
7.417904488069648750e-02	-4.973675896569250410e-02	8.784680101944547861e-03	5.013937092687626579e-02	-9.440189229536233642e-03	1.992323743611627146e-02	1.071427679602630773e-01	-5.450169398914637975e-02	4.453981588131679381e-02	-6.680797240612598026e-03	-1.466261185999200856e-01	3.145015676828295803e-02	5.888503565753377272e-02	-5.335158499037429003e-02	-3.677406190077297382e-02	1.749736660661682652e-02
4.561025721919942030e-03	-1.176553567257509689e-02	-7.175413301020042156e-02	2.317025128384242807e-02	-1.543117535718356234e-02	3.875337894199356453e-02	-1.100748649419594667e-02	-7.502070107042224656e-02	4.028945539252420938e-02	-7.400421904235748860e-02	-4.101951821740164317e-02	-1.608474826245713529e-02	7.267130617059167075e-02	-1.215522086811636482e-02	6.553520883054880786e-02	-8.957817731144267215e-02
-6.207920271276291119e-02	-9.155414215197836547e-02	9.189084988147323829e-02	-6.456199987528575546e-02	4.535820889183062726e-02	-1.168041182627365532e-02	1.052716546796567260e-01	-7.835500597039037063e-02	9.570296244086095791e-03	-1.005462273313457305e-02	-8.626383572293840063e-02	-7.624932673359999767e-03	1.952153629082296112e-03	4.385700021375389494e-03	3.007766221572421086e-02	1.465809296266585258e-02
-4.263505679351628497e-02	7.520048735970991105e-02	1.182361976459466446e-01	-5.504138339685836750e-04	-8.987720472105441283e-02	4.299895682772623962e-02	-1.259299748060202333e-02	-1.002047332325347595e-01	-9.262620939551995114e-02	3.645821921353992884e-02	9.163205370020516272e-02	2.679490428825606618e-02	-8.410104600577630873e-02	4.652978525233156942e-02	-5.292227546333796301e-02	-2.918119546785175392e-02
-2.105118444972110467e-02	-4.704865179899660188e-03	4.524271185108475618e-02	-1.778408121042065245e-03	4.062814263349967536e-02	-2.099349718657680247e-02	-3.618886519296827392e-02	-7.524607061232171934e-02	-8.673839590961519852e-02	2.532140793050151328e-02	9.298654248306954806e-02	-5.305142017029082502e-02	-5.191589531210205610e-02	9.165978744820085788e-03	8.808459282896261358e-03	1.844677958146471314e-02
-1.269773457839882547e-01	-4.667839490777425659e-02	3.393662788480581588e-02	4.764684237889746377e-02	2.307464714846603135e-02	-1.034713064588417136e-01	-1.517760272567995894e-02	2.207438953650944780e-02	1.195363464573558250e-02	1.681405283047097965e-02	2.214717549353094686e-02	5.608702152555852111e-02	-7.589999137280807606e-02	-1.891900208481603687e-02	-8.767404935892657986e-03	3.972118580568446966e-02
-2.295409932072937920e-02	3.038650042932007980e-02	-3.310833542133821694e-02	-5.749070502150493284e-03	6.762412770731657079e-03	-1.297655168772461100e-02	1.756453516976373003e-02	-2.932435043410231909e-02	1.230113444915865474e-02	1.373098828677376260e-01	-6.482447261892321233e-02	9.113325793743201619e-02	3.886117274576672553e-02	-1.592436719396489800e-02	6.910004512906403606e-02	2.269689044424010732e-02
